tip1	tip2	taxid1	taxid2	distance
Mycoplasma_miroungirhinis-_-OK110563--_ES2806-NAS_/type_materialtype_strain_of_Mycoplasma_miroungirhinisT	g__2895509	754516	2895509	0.076691
Mycoplasma_miroungirhinis-_-OK110563--_ES2806-NAS_/type_materialtype_strain_of_Mycoplasma_miroungirhinisT	g__2767358	754516	2767358	0.076691
Mycoplasma_phocoenae-_-GU905021--_Phocoena_C-264-GENT	Mycoplasma_miroungirhinis-_-OK110563--_ES2806-NAS_/type_materialtype_strain_of_Mycoplasma_miroungirhinisT	754517	754516	0.08049
Mycoplasma_gypis-_-AF125589--_B1/T1-T-_T	g__2895509	92404	2895509	0.065031
Mycoplasma_gypis-_-AF125589--_B1/T1-T-_T	g__2767358	92404	2767358	0.065031
g__2132	g__46239	2132	46239	0.060222
g__46239	g__46238	46239	46238	0.036062
g__46238	g__2919614	46238	2919614	0.026292
Mycoplasma_leachii-_-U26054--_PG50_-bovine_group_7-_T	Mycoplasma_capricolum_subsp._capricolum-_-U26046--_California_kid_T	880447	340047	0.00422
Mycoplasma_capricolum_subsp._capripneumoniae-_-M94728--_F38_T	Mycoplasma_leachii-_-U26054--_PG50_-bovine_group_7-_T	40480	880447	0.00773999999999999
Mycoplasma_capricolum_subsp._capricolum-_-U26046--_California_kid_T	Mycoplasma_leachii-_-U26054--_PG50_-bovine_group_7-_T	340047	880447	0.00422
Mycoplasma_mycoides_subsp._mycoides-_-BX293980--_PG1_T	Mycoplasma_leachii-_-U26054--_PG50_-bovine_group_7-_T	272632	880447	0.00705
Mycoplasma_mycoides_subsp._capri-_-U26037--_PG3_T	Mycoplasma_leachii-_-U26054--_PG50_-bovine_group_7-_T	40477	880447	0.00565
Mycoplasma_cottewii-_-JN935874--_VIS_T	Mycoplasma_yeatsii-_-U67946--_GIH_T	51364	51365	0.00351999999999999
Mycoplasma_yeatsii-_-U67946--_GIH_T	Mycoplasma_cottewii-_-JN935874--_VIS_T	51365	51364	0.00351999999999999
Mycoplasma_putrefaciens-_-CP003021--_KS1_T	Mycoplasma_yeatsii-_-U67946--_GIH_T	743965	51365	0.01619
g__2919614	Williamsoniiplasma_lucivorax-_-AF547212--_ATCC_49196_T	2919614	209274	0.02333099999999999
Entomoplasma_freundtii-_-AF036954--_BARC_318_LTP__T	g__2919614	74700	2919614	0.038191
Williamsoniiplasma_somnilux-_-AY157871--_ATCC_49194_T	g__2919614	215578	2919614	0.033991
Williamsoniiplasma_lucivorax-_-AF547212--_ATCC_49196_T	g__2919614	209274	2919614	0.023331
Williamsoniiplasma_luminosum-_-AY155670--_ATCC_49195-_PIMN-1_T	Williamsoniiplasma_lucivorax-_-AF547212--_ATCC_49196_T	214888	209274	0.02389
Acholeplasma_multilocale-_-FJ595100--_ATCC_49900_T	Mesoplasma_seiffertii-_-AY351331--_ATCC_49495-_F7_T	264638	28224	0.03308
Mesoplasma_photuris-_-AY177627--_ATCC_49581-_PUPA-2_T	Mesoplasma_seiffertii-_-AY351331--_ATCC_49495-_F7_T	217731	28224	0.038
Mesoplasma_seiffertii-_-AY351331--_ATCC_49495-_F7_T	Mesoplasma_syrphidae-_-AY231458--_ATCC_51578-_YJS_T	28224	225999	7.1e-4
Mesoplasma_syrphidae-_-AY231458--_ATCC_51578-_YJS_T	Mesoplasma_seiffertii-_-AY351331--_ATCC_49495-_F7_T	225999	28224	7.1e-4
Mesoplasma_grammopterae-_-AY174170--_GRUA-1-_ATCC_49580_T	Mesoplasma_florum-_-AF300327--_L1-_ATCC_33453_T	217215	265311	2e-5
Mesoplasma_grammopterae-_-AY174170--_GRUA-1-_ATCC_49580_T	Mesoplasma_entomophilum-_-AF305693--_TAC-_ATCC_43706_T	217215	2149	2e-5
Mesoplasma_grammopterae-_-AY174170--_GRUA-1-_ATCC_49580_T	Mesoplasma_tabanidae-_-AY187288--_BARC_857-_ATCC_49584_T	217215	219745	2e-5
Mesoplasma_florum-_-AF300327--_L1-_ATCC_33453_T	Mesoplasma_grammopterae-_-AY174170--_GRUA-1-_ATCC_49580_T	265311	217215	2e-5
Mesoplasma_florum-_-AF300327--_L1-_ATCC_33453_T	Mesoplasma_entomophilum-_-AF305693--_TAC-_ATCC_43706_T	265311	2149	2e-5
Mesoplasma_florum-_-AF300327--_L1-_ATCC_33453_T	Mesoplasma_tabanidae-_-AY187288--_BARC_857-_ATCC_49584_T	265311	219745	2e-5
Mesoplasma_entomophilum-_-AF305693--_TAC-_ATCC_43706_T	Mesoplasma_grammopterae-_-AY174170--_GRUA-1-_ATCC_49580_T	2149	217215	2e-5
Mesoplasma_entomophilum-_-AF305693--_TAC-_ATCC_43706_T	Mesoplasma_florum-_-AF300327--_L1-_ATCC_33453_T	2149	265311	2e-5
Mesoplasma_entomophilum-_-AF305693--_TAC-_ATCC_43706_T	Mesoplasma_tabanidae-_-AY187288--_BARC_857-_ATCC_49584_T	2149	219745	2e-5
Mesoplasma_tabanidae-_-AY187288--_BARC_857-_ATCC_49584_T	Mesoplasma_grammopterae-_-AY174170--_GRUA-1-_ATCC_49580_T	219745	217215	2e-5
Mesoplasma_tabanidae-_-AY187288--_BARC_857-_ATCC_49584_T	Mesoplasma_florum-_-AF300327--_L1-_ATCC_33453_T	219745	265311	2e-5
Mesoplasma_tabanidae-_-AY187288--_BARC_857-_ATCC_49584_T	Mesoplasma_entomophilum-_-AF305693--_TAC-_ATCC_43706_T	219745	2149	2e-5
Mesoplasma_coleopterae-_-DQ514605--_BARC_779_T	Mesoplasma_grammopterae-_-AY174170--_GRUA-1-_ATCC_49580_T	324078	217215	0.00143
Mesoplasma_coleopterae-_-DQ514605--_BARC_779_T	Mesoplasma_florum-_-AF300327--_L1-_ATCC_33453_T	324078	265311	0.00143
Mesoplasma_coleopterae-_-DQ514605--_BARC_779_T	Mesoplasma_entomophilum-_-AF305693--_TAC-_ATCC_43706_T	324078	2149	0.00143
Mesoplasma_coleopterae-_-DQ514605--_BARC_779_T	Mesoplasma_tabanidae-_-AY187288--_BARC_857-_ATCC_49584_T	324078	219745	0.00143
Mesoplasma_chauliocola-_-AY166704--_ATCC_49578_T	Mesoplasma_coleopterae-_-DQ514605--_BARC_779_T	216427	324078	0.00985
Entomoplasma_ellychniae-_-JN644764--_ELCN-1_T	Mesoplasma_corruscae-_-AY168929--_ATCC_49579_T	2114	216874	2e-5
Mesoplasma_corruscae-_-AY168929--_ATCC_49579_T	Entomoplasma_ellychniae-_-JN644764--_ELCN-1_T	216874	2114	2e-5
Mesoplasma_lactucae-_-AF303132--_831-C4-_ATCC_49193_T	g__46238	81460	46238	0.085191
Spiroplasma_lineolae-_-DQ860100--_TALS-2_T	Spiroplasma_tabanidicola-_-FR733693--_DSM22603_T	299214	324079	0.00142
Spiroplasma_tabanidicola-_-FR733693--_DSM22603_T	Spiroplasma_lineolae-_-DQ860100--_TALS-2_T	324079	299214	0.00142
Spiroplasma_gladiatoris-_-M24475--_TG-1-_ATCC_43525_T	Spiroplasma_lineolae-_-DQ860100--_TALS-2_T	2143	299214	0.01277
Spiroplasma_gladiatoris-_-M24475--_TG-1-_ATCC_43525_T	Spiroplasma_tabanidicola-_-FR733693--_DSM22603_T	2143	324079	0.01277
Spiroplasma_helicoides-_-AY189132--_ATCC_51746-_TABS-2_T	Spiroplasma_lineolae-_-DQ860100--_TALS-2_T	216938	299214	0.02269999999999999
Spiroplasma_helicoides-_-AY189132--_ATCC_51746-_TABS-2_T	Spiroplasma_tabanidicola-_-FR733693--_DSM22603_T	216938	324079	0.02269999999999999
Spiroplasma_corruscae-_-AY189128--_ATCC_43212-_EC-1_T	Spiroplasma_turonicum-_-AY189310--_ATCC_700271-_Tab-4c_T	216934	216946	0.00705
Spiroplasma_turonicum-_-AY189310--_ATCC_700271-_Tab-4c_T	Spiroplasma_corruscae-_-AY189128--_ATCC_43212-_EC-1_T	216946	216934	0.00705
Spiroplasma_litorale-_-AY189306--_ATCC_34211-_TN-1_T	Spiroplasma_corruscae-_-AY189128--_ATCC_43212-_EC-1_T	216942	216934	0.01057999999999999
Spiroplasma_chinense-_-AY189126--_ATCC_43960-_CCH_T	Spiroplasma_velocicrescens-_-AY189311--_ATCC_35262-_MQ-4_T	216932	216947	0.00494
Spiroplasma_velocicrescens-_-AY189311--_ATCC_35262-_MQ-4_T	Spiroplasma_chinense-_-AY189126--_ATCC_43960-_CCH_T	216947	216932	0.00494
Spiroplasma_culicicola-_-AY189129--_ATCC_35112-_AES-1_T	Spiroplasma_velocicrescens-_-AY189311--_ATCC_35262-_MQ-4_T	1276246	216947	0.03176
Mesoplasma_melaleucae-_-AY345990--_M1_T	Spiroplasma_diabroticae-_-FR733691--_DSM19995_T	81459	2142	2e-5
Spiroplasma_diabroticae-_-FR733691--_DSM19995_T	Mesoplasma_melaleucae-_-AY345990--_M1_T	2142	81459	2e-5
Spiroplasma_floricola-_-AY189131--_ATCC_29989-_23-6_T	Mesoplasma_melaleucae-_-AY345990--_M1_T	1336749	81459	0.00358
Spiroplasma_floricola-_-AY189131--_ATCC_29989-_23-6_T	Spiroplasma_diabroticae-_-FR733691--_DSM19995_T	1336749	2142	0.00358
Spiroplasma_diminutum-_-AY189130--_ATCC_49235-_CUAS-1_T	Spiroplasma_cantharicola-_-DQ861914--_CC-1_T	1276221	362837	0.00916
Spiroplasma_cantharicola-_-DQ861914--_CC-1_T	Spiroplasma_diminutum-_-AY189130--_ATCC_49235-_CUAS-1_T	362837	1276221	0.00916
Spiroplasma_monobiae-_-GU585673--_MQ-1_T	Spiroplasma_floricola-_-AY189131--_ATCC_29989-_23-6_T	2136	1336749	0.00709
Spiroplasma_taiwanense-_-CP005074--_CT-1_T	Spiroplasma_monobiae-_-GU585673--_MQ-1_T	1276220	2136	0.02539
Spiroplasma_apis-_-GU993267--_ATCC_33834_T	Spiroplasma_montanense-_-AY189307--_ATCC_51745-_HYOS-1_T	1276258	216943	0.00989
Spiroplasma_montanense-_-AY189307--_ATCC_51745-_HYOS-1_T	Spiroplasma_apis-_-GU993267--_ATCC_33834_T	216943	1276258	0.00989
Spiroplasma_clarkii-_-FR733690--_DSM19994_T	Spiroplasma_taiwanense-_-CP005074--_CT-1_T	2139	1276220	0.03321
Spiroplasma_lampyridicola-_-AY189134--_ATCC_43206-_PUP-1_T	g__46239	216940	46239	0.066891
Spiroplasma_leptinotarsae-_-AY189305--_ATCC_43213-_LD-1B_T	g__46239	216941	46239	0.073881
Spiroplasma_alleghenense-_-AY189125--_ATCC_51752-_PLHS-1_T	Spiroplasma_sabaudiense-_-AY189308--_ATCC_43303-_Ar-1343_T	216931	1276257	0.00916
Spiroplasma_sabaudiense-_-AY189308--_ATCC_43303-_Ar-1343_T	Spiroplasma_alleghenense-_-AY189125--_ATCC_51752-_PLHS-1_T	1276257	216931	0.00916
Spiroplasma_citri-_-X63781--_R8A2HP_T	Spiroplasma_melliferum-_-AY325304--_BC-3_T	2133	2134	0.00705999999999999
Spiroplasma_melliferum-_-AY325304--_BC-3_T	Spiroplasma_citri-_-X63781--_R8A2HP_T	2134	2133	0.00705999999999999
Spiroplasma_kunkelii-_-GU562447--_ATCC_29320_T	Spiroplasma_melliferum-_-AY325304--_BC-3_T	47834	2134	0.01483999999999999
Spiroplasma_phoeniceum-_-AY772395--_P40_T	Spiroplasma_melliferum-_-AY325304--_BC-3_T	1276259	2134	0.00848
Spiroplasma_insolitum-_-AY189133--_ATCC_33502-_M55_T	Spiroplasma_penaei-_-AY771927--_SHRIMP_T	1276224	313382	0.00283
Spiroplasma_penaei-_-AY771927--_SHRIMP_T	Spiroplasma_insolitum-_-AY189133--_ATCC_33502-_M55_T	313382	1276224	0.00283
Spiroplasma_leucomae-_-AB681166--_NBRC_100392_T	Spiroplasma_insolitum-_-AY189133--_ATCC_33502-_M55_T	334122	1276224	0.00565
Spiroplasma_poulsonii-_-M24483--_DW-1-_ATCC_43153_T	Spiroplasma_leucomae-_-AB681166--_NBRC_100392_T	2138	334122	0.00638
Spiroplasma_syrphidicola-_-CP005078--_EA-1_T	Spiroplasma_chrysopicola-_-AY189127--_ATCC_43209-_DF-1_T	1276229	1276227	2e-5
Spiroplasma_chrysopicola-_-AY189127--_ATCC_43209-_DF-1_T	Spiroplasma_syrphidicola-_-CP005078--_EA-1_T	1276227	1276229	2e-5
Spiroplasma_atrichopogonis-_-KR349130--_GNAT3597_T	Spiroplasma_eriocheiris-_-CP001973--_CCTCC_M_207170_n_T	1114980	743698	0.00284
Spiroplasma_mirum-_-M24662--_SMCA_T	Spiroplasma_atrichopogonis-_-KR349130--_GNAT3597_T	838561	1114980	0.00291
Spiroplasma_eriocheiris-_-CP001973--_CCTCC_M_207170_n_T	Spiroplasma_atrichopogonis-_-KR349130--_GNAT3597_T	743698	1114980	0.00284
g__2995234	g__2791001	2995234	2791001	0.053672
g__2129	Ureaplasma_gallorale-_-U62937--_ATCC_43346_T	2129	42096	0.035001
Ureaplasma_felinum-_-D78651--_FT2-B_T	Ureaplasma_cati-_-D78649--_F2_T	42095	42093	0.03264
Ureaplasma_cati-_-D78649--_F2_T	Ureaplasma_felinum-_-D78651--_FT2-B_T	42093	42095	0.03264
Ureaplasma_canigenitalium-_-D78648--_D6P-C_T	g__2129	42092	2129	0.051451
Ureaplasma_diversum-_-D78650--_A417_T	g__2129	42094	2129	0.054131
Ureaplasma_parvum-_-AF073456--_ATCC27815_T	Ureaplasma_urealyticum-_-AAYN02000002--_ATCC_27618_T	505682	626095	0.01489
Ureaplasma_urealyticum-_-AAYN02000002--_ATCC_27618_T	Ureaplasma_parvum-_-AF073456--_ATCC27815_T	626095	505682	0.01489
Ureaplasma_gallorale-_-U62937--_ATCC_43346_T	g__2129	42096	2129	0.035001
Ureaplasma_miroungigenitalium-_-JF731007--_ES2783-GEN_T	Ureaplasma_zalophigenitalium-_-HQ377518--_CSL7644-GEN_T	1042321	907723	7.2e-4
Ureaplasma_zalophigenitalium-_-HQ377518--_CSL7644-GEN_T	Ureaplasma_miroungigenitalium-_-JF731007--_ES2783-GEN_T	907723	1042321	7.2e-4
g__2791001	Mycoplasma_microti-_-FJ609188--_IL371_T	2791001	38746	0.033361
Mycoplasma_iowae-_-AGFP01000040--_695_T	Mycoplasma_muris-_-M23939--_RIII4_T	1048830	2119	0.05552
Mycoplasma_muris-_-M23939--_RIII4_T	g__2791001	2119	2791001	0.048941
Mycoplasma_penetrans-_-JN935872--_GTU-54-6A1_T	g__2791001	28227	2791001	0.057051
Mycoplasma_microti-_-FJ609188--_IL371_T	g__2791001	38746	2791001	0.033361
Mycoplasma_amphoriforme-_-HM235423--_A39_T	Mycoplasma_testudinis-_-U09788--_ATCC_43263_T	572419	33924	0.05464000000000001
Mycoplasma_testudinis-_-U09788--_ATCC_43263_T	Mycoplasma_amphoriforme-_-HM235423--_A39_T	33924	572419	0.05464000000000001
Mycoplasma_pirum-_-M23940--_HRC_70-159_LTP__T	Mycoplasma_alvi-_-FJ655918--_Ilsley_T	2122	78580	0.03833
Mycoplasma_alvi-_-FJ655918--_Ilsley_T	Mycoplasma_pirum-_-M23940--_HRC_70-159_LTP__T	78580	2122	0.03833
Mycoplasma_imitans-_-L24103--_4229_T	Mycoplasma_tullyi-_-LN811535--_56A97_T	29560	1612150	0.00497
Mycoplasma_tullyi-_-LN811535--_56A97_T	Mycoplasma_imitans-_-L24103--_4229_T	1612150	29560	0.00497
Mycoplasma_gallisepticum-_-AB680686--_NBRC_14855_T	Mycoplasma_tullyi-_-LN811535--_56A97_T	2096	1612150	0.00639
Mycoplasma_pneumoniae-_-AB680604--_NBRC_14401_T	Mycoplasma_genitalium-_-AAGX01000019--_G-37_T	2104	243273	0.02407
Mycoplasma_genitalium-_-AAGX01000019--_G-37_T	Mycoplasma_pneumoniae-_-AB680604--_NBRC_14401_T	243273	2104	0.02407
Mycoplasma_wenyonii-_-AF016546--_no_culture_T	Mycoplasma_suis-_-U88565--_Illinois_T	65123	768700	0.14814
Mycoplasma_suis-_-U88565--_Illinois_T	Mycoplasma_wenyonii-_-AF016546--_no_culture_T	768700	65123	0.14814
Haemobartonella_muris-_-U82963--_Shizuoka_T	g__2995234	55966	2995234	0.252171
Mycoplasma_cavipharyngis-_-AF125879--_117C-T-_T	Mycoplasma_fastidiosum-_-AF125878--_4822-T-_T	92757	92758	0.04047
Mycoplasma_fastidiosum-_-AF125878--_4822-T-_T	Mycoplasma_cavipharyngis-_-AF125879--_117C-T-_T	92758	92757	0.04047
Spiroplasma_ixodetis-_-GU585671--_Y32_T	Spiroplasma_platyhelix-_-DQ860101--_PALS-1_T	1276219	1276218	0.09588
Spiroplasma_platyhelix-_-DQ860101--_PALS-1_T	Spiroplasma_ixodetis-_-GU585671--_Y32_T	1276218	1276219	0.09588
Mariniplasma_anaerobium-_-LC430819--_Mahy22T	g__2903100	2735436	2903100	2e-6
g__2903100	Mariniplasma_anaerobium-_-LC430819--_Mahy22T	2903100	2735436	2e-6
g__2903105	Acholeplasma_palmae-_-FO681347--_J233_T	2903105	1318466	0.029721
Acholeplasma_palmae-_-FO681347--_J233_T	g__2903105	1318466	2903105	0.029721
Acholeplasma_parvum-_-AY538170--_H23M_T	g__2903105	264639	2903105	0.041861
g__2147	Acholeplasma_equifetale-_-AY538165--_C112_T	2147	264634	0.035351
Acholeplasma_laidlawii-_-AB680603--_NBRC_14400_T	Acholeplasma_pleciae-_-AB681174--_NBRC_100476_T	2148	228419	0.0243
Acholeplasma_pleciae-_-AB681174--_NBRC_100476_T	Acholeplasma_laidlawii-_-AB680603--_NBRC_14400_T	228419	2148	0.0243
Acholeplasma_granularum-_-AY538166--_BTS-39_T	Acholeplasma_laidlawii-_-AB680603--_NBRC_14400_T	264635	2148	0.03232
Acholeplasma_oculi-_-U14904--_19L_ATCC_27350_T	g__2147	35623	2147	0.064111
Acholeplasma_hippikon-_-AY538167--_C1_T	g__2147	264636	2147	0.039641
Acholeplasma_equirhinis-_-EU925159--_N93_T	g__2147	555393	2147	0.040171
Acholeplasma_equifetale-_-AY538165--_C112_T	g__2147	264634	2147	0.035351
g__2086	Anaeroplasma_abactoclasticum-_-M25050--_ATCC_27879_LTP__T	2086	2087	0.050091
Anaeroplasma_bactoclasticum-_-M25049--_JR-_ATCC_27112_T	Anaeroplasma_varium-_-M23934--_A2-T-_AYCC_43167_T	2088	2089	0.01956
Anaeroplasma_varium-_-M23934--_A2-T-_AYCC_43167_T	Anaeroplasma_bactoclasticum-_-M25049--_JR-_ATCC_27112_T	2089	2088	0.01956
Anaeroplasma_abactoclasticum-_-M25050--_ATCC_27879_LTP__T	g__2086	2087	2086	0.050091
g__2903107	Acholeplasma_brassicae-_-AY538163--_0502_T	2903107	1318465	0.027561
Paracholeplasma_manati-_-FJ590761--_Oakley_/type_materialtype_strain_of_Paracholeplasma_manati_/notestrain_kindly_provided_by_Dr._Maureen_K._Davidsonat_the_Mollicutes_Collection_at_Purdue_University-_WestLafayette-_IN-_USAT	Acholeplasma_vituli-_-AF031479--_FC-097_T	591373	69473	0.02538
Acholeplasma_vituli-_-AF031479--_FC-097_T	Paracholeplasma_manati-_-FJ590761--_Oakley_/type_materialtype_strain_of_Paracholeplasma_manati_/notestrain_kindly_provided_by_Dr._Maureen_K._Davidsonat_the_Mollicutes_Collection_at_Purdue_University-_WestLafayette-_IN-_USAT	69473	591373	0.02538
Acholeplasma_morum-_-AY538168--_72-043_T	g__2903107	264637	2903107	0.034871
Acholeplasma_brassicae-_-AY538163--_0502_T	g__2903107	1318465	2903107	0.027561
g__2903106	Acholeplasma_axanthum-_-AUAL01000024--_ATCC_25176_T	2903106	1278311	0.045711
Acholeplasma_cavigenitalium-_-AY538164--_GP3_T	g__2903106	264633	2903106	0.080491
Acholeplasma_modicum-_-M23933--_PG_49-_ATCC_29102_T	g__2903106	2150	2903106	0.055161
Acholeplasma_axanthum-_-AUAL01000024--_ATCC_25176_T	g__2903106	1278311	2903106	0.045711
Mycoplasma_feliminutum-_-FJ595091--_ATCC_25749_T	g__2903106	36741	2903106	0.126891
g__174708	Allobaculum_fili-_-MZ153115--_539T	174708	2834460	0.044011
Allobaculum_stercoricanis-_-ARAE01000003--_DSM_13633_T	g__174708	1050201	174708	0.058951
Allobaculum_mucilyticum-_-MZ153114--_128T	g__174708	2834459	174708	0.051721
Allobaculum_fili-_-MZ153115--_539T	g__174708	2834460	174708	0.044011
Ileibacterium_valens-_-MPJW01000125--_NYU-BL-A3_w_T	g__1937007	1862668	1937007	2e-6
g__1937007	Ileibacterium_valens-_-MPJW01000125--_NYU-BL-A3_w_T	1937007	1862668	2e-6
Faecalibaculum_rodentium-_-KP881689--_ALO17_T	g__1729679	1702221	1729679	2e-6
g__1729679	Faecalibaculum_rodentium-_-KP881689--_ALO17_T	1729679	1702221	2e-6
Dubosiella_newyorkensis-_-MPKA01000044--_NYU-BL-A4_w_T	g__1937008	1862672	1937008	2e-6
g__1937008	Dubosiella_newyorkensis-_-MPKA01000044--_NYU-BL-A4_w_T	1937008	1862672	2e-6
Catenisphaera_adipataccumulans-_-AB537978--_GK12_T	g__1774107	700500	1774107	2e-6
g__1774107	Catenisphaera_adipataccumulans-_-AB537978--_GK12_T	1774107	700500	2e-6
Absicoccus_porci-_-MG931004--_YH-PanP20_T	g__2718525	2486576	2718525	2e-6
g__2718525	Absicoccus_porci-_-MG931004--_YH-PanP20_T	2718525	2486576	2e-6
Faecalitalea_cylindroides-_-AB558487--_JCM_10261_T	g__1573534	39483	1573534	2e-6
g__1573534	Faecalitalea_cylindroides-_-AB558487--_JCM_10261_T	1573534	39483	2e-6
g__1573536	Faecalicoccus_acidiformans-_-HQ452864--_37-2a_T	1573536	915173	0.026181
Faecalicoccus_acidiformans-_-HQ452864--_37-2a_T	g__1573536	915173	1573536	0.026181
Faecalicoccus_pleomorphus-_-ATUT01000005--_DSM_20574_T	g__1573536	1123313	1573536	0.031941
g__1573535	Holdemanella_biformis-_-ABYT01000002--_DSM_3989_T	1573535	518637	0.01113099999999999
Holdemanella_biformis-_-ABYT01000002--_DSM_3989_T	g__1573535	518637	1573535	0.01113099999999999
Holdemanella_porci-_-MN537482--_DSM_105256_T	g__1573535	2652276	1573535	0.01181099999999999
Floccifex_porci-_-MN537542--_DSM_104670_T	g__2815783	2606629	2815783	2e-6
g__2815783	Floccifex_porci-_-MN537542--_DSM_104670_T	2815783	2606629	2e-6
g__2057233	g__2749846	2057233	2749846	0.029982
g__2749846	Amedibacillus_dolichus-_-AB649277--_JCM_10413_T	2749846	31971	0.029921
Eubacterium_hominis-_-CP060636--_NSJ-61_T	Amedibacillus_hominis-_-ON098491--_NSJ-176T	2764325	2897776	0.00651
Amedibacillus_hominis-_-ON098491--_NSJ-176T	Eubacterium_hominis-_-CP060636--_NSJ-61_T	2897776	2764325	0.00651
Amedibacillus_dolichus-_-AB649277--_JCM_10413_T	g__2749846	31971	2749846	0.029921
Amedibacterium_intestinale-_-KR185326--_N6H1-5_T	Amedibacterium_intestinale-_-LC509015--_9CBEGH2_T	1671597	2583452	0.00700099999999999
Amedibacterium_intestinale-_-KR185326--_N6H1-5_T	g__2749267	1671597	2749267	0.00700099999999999
Amedibacterium_intestinale-_-LC509015--_9CBEGH2_T	g__2749267	2583452	2749267	2e-6
g__2749267	Amedibacterium_intestinale-_-LC509015--_9CBEGH2_T	2749267	2583452	2e-6
g__1854458	Breznakia_pachnodae-_-AJ629069--_Pei061_T	1854458	265178	0.041181
Breznakia_pachnodae-_-AJ629069--_Pei061_T	g__1854458	265178	1854458	0.041181
Breznakia_blatticola-_-KU043523--_ErySL_T	g__1854458	1754012	1854458	0.060561
Longicatena_caecimuris-_-KR364771--_PG-426-CC-2_T	g__1918536	1796635	1918536	2e-6
g__1918536	Longicatena_caecimuris-_-KR364771--_PG-426-CC-2_T	1918536	1796635	2e-6
Eubacterium_tortuosum-_-L34683--_ATCC_25548_T	g__2057233	39494	2057233	0.056351
Clostridium_innocuum-_-M23732--_B-3_T	g__2057233	1522	2057233	0.055931
Copranaerobaculum_intestinale-_-MT250994--_DONG20-135_T	g__2946534	2692629	2946534	2e-6
g__2946534	Copranaerobaculum_intestinale-_-MT250994--_DONG20-135_T	2946534	2692629	2e-6
g__1647	Erysipelothrix_anatis-_-ON024315--_D17_0559-3-2-1T	1647	2683713	0.044131
Erysipelothrix_rhusiopathiae-_-ACLK02000003--_ATCC_19414_T	Erysipelothrix_piscisicarius-_-CP034234--_15TAL0474_T	525280	2485784	0.0021
Erysipelothrix_rhusiopathiae-_-ACLK02000003--_ATCC_19414_T	Erysipelothrix_tonsillarum-_-AB540983--_JCM_8533_T	525280	1121874	0.0021
Erysipelothrix_piscisicarius-_-CP034234--_15TAL0474_T	Erysipelothrix_rhusiopathiae-_-ACLK02000003--_ATCC_19414_T	2485784	525280	0.0021
Erysipelothrix_tonsillarum-_-AB540983--_JCM_8533_T	Erysipelothrix_rhusiopathiae-_-ACLK02000003--_ATCC_19414_T	1121874	525280	0.0021
Erysipelothrix_inopinata-_-AJ550617--_143-02_T	g__1647	225084	1647	0.061011
Erysipelothrix_urinaevulpis-_-ON024322--_165301687T	g__1647	2683717	1647	0.06920100000000001
Erysipelothrix_anatis-_-ON024315--_D17_0559-3-2-1T	Erysipelothrix_aquatica-_-ON024319--_VA92-K48T	2683713	2683714	0.00431
Erysipelothrix_aquatica-_-ON024319--_VA92-K48T	Erysipelothrix_anatis-_-ON024315--_D17_0559-3-2-1T	2683714	2683713	0.00431
Erysipelothrix_larvae-_-CP013213--_LV19_n_T	g__1647	1514105	1647	0.045201
Bulleidia_extructa-_-AF220064--_DSM_13220_T	g__118747	118748	118747	2e-6
g__118747	Bulleidia_extructa-_-AF220064--_DSM_13220_T	118747	118748	2e-6
Solobacterium_moorei-_-AB540987--_JCM_10645_T	g__123375	102148	123375	2e-6
g__123375	Solobacterium_moorei-_-AB540987--_JCM_10645_T	123375	102148	2e-6
Stecheria_intestinalis-_-MN537555--_DSM_109718_T	g__2815787	2606630	2815787	2e-6
g__2815787	Stecheria_intestinalis-_-MN537555--_DSM_109718_T	2815787	2606630	2e-6
Anaerorhabdus_furcosa-_-HM038002--_ATCC_25662_T	g__118966	118967	118966	2e-6
g__118966	Anaerorhabdus_furcosa-_-HM038002--_ATCC_25662_T	118966	118967	2e-6
g__61170	Holdemania_filiformis-_-Y11466--_ATCC_51649_T	61170	61171	0.019421
Holdemania_filiformis-_-Y11466--_ATCC_51649_T	g__61170	61171	61170	0.019421
Holdemania_massiliensis-_-CALK01000057--_AP2_T	g__61170	1211819	61170	0.030621
Dielma_fastidiosa-_-JF824807--_JC13_T	g__1472649	1034346	1472649	2e-6
g__1472649	Dielma_fastidiosa-_-JF824807--_JC13_T	1472649	1034346	2e-6
Eggerthia_catenaformis-_-AGEJ01000021--_OT_569_T	g__1279384	999415	1279384	2e-6
g__1279384	Eggerthia_catenaformis-_-AGEJ01000021--_OT_569_T	1279384	999415	2e-6
g__519427	Sharpea_porci-_-MN537541--_DSM_108165_T	519427	2652286	0.01045099999999999
Sharpea_azabuensis-_-AB210824--_JCM_14210_-=_ST18-_T	g__519427	322505	519427	0.01184099999999999
Sharpea_porci-_-MN537541--_DSM_108165_T	g__519427	2652286	519427	0.01045099999999999
Kandleria_vitulina-_-AB210825--_JCM_1143_T	g__1279388	1410657	1279388	2e-6
g__1279388	Kandleria_vitulina-_-AB210825--_JCM_1143_T	1279388	1410657	2e-6
Intestinibaculum_porci-_-MK159121--_SG0102_T	g__2679910	2487118	2679910	2e-6
g__2679910	Intestinibaculum_porci-_-MK159121--_SG0102_T	2679910	2487118	2e-6
Catenibacterium_mitsuokai-_-AB910738--_JCM_10609_T	g__135858	451640	135858	2e-6
